numero_dpe;conso_5_usages_ep;conso_5_usages_par_m2_ep;conso_chauffage_ep;conso_ecs_ep;conso_refroidissement_ep;conso_eclairage_ep;conso_auxiliaires_ep;conso_5 usages_ef;conso_5 usages_par_m2_ef;conso_chauffage_ef;conso_ecs_ef;conso_refroidissement_ef;conso_eclairage_ef;conso_auxiliaires_ef;conso_5 usages_ef_energie_n1;conso_chauffage_ef_energie_n1;conso_ecs_ef_energie_n1;conso_5 usages_ef_energie_n2;conso_chauffage_ef_energie_n2;Conso_ecs_ef_energie_n2;conso_5_usages_ef_energie_n3;conso_chauffage_ef_energie_n3;conso_ecs_ef_energie_n3;conso_chauffage_installation_chauffage_n1;conso_chauffage_generateur_n1_installation_n1;conso_chauffage_generateur_n2_installation_n1;conso_chauffage_installation_chauffage_n2;conso_chauffage_generateur_n1_installation_n2;conso_chauffage_generateur_n2_installation_n2;conso_ef_installation_ecs_n1;conso_ef_generateur_n1_ecs_n1;conso_ef_generateur_n2_ecs_n1;conso_refroidissement_annuel
2438N2099397Z;3044,60;76,00;1209,20;1490,80;0,00;190,10;154,50;2849,80;71,00;1209,20;1490,80;0,00;82,70;67,20;2849,80;1209,20;1490,80;2849,80;1209,20;1490,80;;;;;;;;;;;;;
2338N3146810B;5385,30;66,90;3344,00;1478,50;0,00;108,80;6,80;5067,20;63,00;3344,00;1478,50;0,00;47,30;3,00;4822,50;3344,00;1478,50;50,30;0,00;0,00;;;;;;;;;;;;;
2238N1599581F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2138N0660865S;3951,30;52,10;2037,80;1994,40;0,00;353,50;0,00;1718,00;22,60;886,00;615,00;0,00;153,70;0,00;1718,00;886,00;615,00;;;;;;;;;;;;;;;;
2238N1070722M;1980,70;92,00;886,50;1291,90;0,00;29,80;9,90;1880,10;87,40;886,50;916,30;0,00;12,90;4,30;1802,80;886,50;916,30;17,30;0,00;0,00;;;;;;;;;;;;;
2238N1424792O;7020,60;57,00;4109,60;2054,80;0,00;548,00;308,20;3052,50;25,00;1786,80;893,40;0,00;238,20;134,00;3052,50;1786,80;893,40;;;;;;;;;;;;;;;;
2238N1372635N;3438,20;70,90;1696,00;2026,30;0,00;69,30;0,00;3265,70;67,30;1696,00;1437,10;0,00;30,10;0,00;3133,10;1696,00;1437,10;30,10;0,00;0,00;;;;;;;;;;;;;
2338N1844206X;4723,60;57,10;2390,00;1829,50;0,00;380,00;124,10;4393,20;53,20;2363,70;1810,30;0,00;165,20;54,00;4139,00;2343,40;1795,60;254,20;20,30;14,70;;;;;;;;;;;;;
2238N0778452I;5488,60;64,20;3221,60;2362,70;0,00;116,90;7,80;5154,30;60,30;3221,60;1675,60;0,00;50,80;3,40;4897,30;3221,60;1675,60;54,20;0,00;0,00;;;;;;;;;;;;;
2338N3578013U;2792,60;67,10;1140,00;1327,20;0,00;64,20;15,10;2586,40;62,20;1127,30;1317,60;0,00;27,90;6,60;2427,80;1117,60;1310,20;51,60;9,70;7,40;;;;;;;;;;;;;
2238N2651158M;7817,60;57,00;4305,30;1623,90;944,20;604,30;339,90;3398,90;25,00;1871,90;706,10;410,50;262,70;147,80;3398,90;1871,90;706,10;;;;;;;;;;;;;;;;
2338N1674289Q;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2238N0580515J;4917,40;118,20;1396,70;4572,80;0,00;58,60;3,70;2138,00;51,40;607,30;1410,00;0,00;25,50;1,60;2044,40;607,30;1410,00;;;;;;;;;;;;;;;;
2438N1890950U;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2238N0580707T;3965,40;66,90;2169,80;2011,30;0,00;81,60;5,10;3756,70;63,40;2169,80;1426,40;0,00;35,50;2,20;3596,30;2169,80;1426,40;37,70;0,00;0,00;;;;;;;;;;;;;
2238N0182345D;1939,50;38,60;372,70;1604,80;0,00;79,90;0,00;1697,20;33,70;372,70;1138,10;0,00;34,80;0,00;1510,90;372,70;1138,10;34,80;0,00;0,00;;;;;;;;;;;;;
2338N1844200R;3405,60;55,00;1460,40;1567,40;0,00;284,80;93,00;3159,50;51,00;1444,30;1551,00;0,00;123,80;40,40;2970,30;1431,90;1538,40;189,20;12,40;12,60;;;;;;;;;;;;;
2138N0197278L;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2338N0659516X;7961,90;83,00;5455,50;1892,60;0,00;434,80;179,00;5215,30;55,00;4125,50;822,90;0,00;189,00;77,80;5215,30;4125,50;822,90;5215,30;4125,50;822,90;;;;;;;;;;;;;
2138N0755957C;4187,50;65,00;1730,90;1967,00;0,00;272,00;217,60;3869,00;60,00;1710,10;1946,00;0,00;118,30;94,60;3869,00;1710,10;1946,00;3869,00;1710,10;1946,00;;;;;;;;;;;;;
2138N0635704Z;7032,90;80,00;4434,60;2007,80;0,00;401,60;189,00;5083,70;58,00;3954,00;873,00;0,00;174,60;82,20;5083,70;3954,00;873,00;5083,70;3954,00;873,00;;;;;;;;;;;;;
2238N0241712M;3763,40;60,60;1875,70;2138,70;0,00;86,10;0,00;3525,00;56,80;1858,20;1505,60;0,00;37,40;0,00;3341,60;1844,70;1496,90;59,60;13,50;8,60;;;;;;;;;;;;;
2238N0449440A;3052,10;63,00;1001,80;2393,30;0,00;72,50;8,50;2852,60;58,90;1001,80;1697,40;0,00;31,50;3,70;2699,10;1001,80;1697,40;35,20;0,00;0,00;;;;;;;;;;;;;
2238N2475274S;3882,40;85,00;1336,40;2263,60;0,00;211,80;70,60;3135,70;68,00;1264,60;1748,40;0,00;92,10;30,70;3135,70;1264,60;1748,40;3135,70;1264,60;1748,40;;;;;;;;;;;;;
2338N0933004R;10493,00;46,00;6476,80;3288,40;0,00;906,80;323,80;4562,20;20,00;2816,00;1014,00;0,00;394,20;140,80;4562,20;2816,00;1014,00;;;;;;;;;;;;;;;;
2238N1457544G;5525,10;72,10;2636,30;2805,30;0,00;144,90;0,00;3892,30;50,80;2636,30;865,00;0,00;63,00;0,00;2636,30;2636,30;0,00;928,00;0,00;865,00;;;;;;;;;;;;;
2338N2088002R;97904,00;64,80;26762,00;60808,50;0,00;6739,20;1347,80;91809,80;60,80;26762,00;60555,00;0,00;2930,10;586,00;87122,00;26762,00;60360,00;4687,80;0,00;195,00;;;;;;;;;;;;;
2238N1331223T;5497,80;65,80;3432,80;2088,90;0,00;121,90;0,00;5168,00;61,90;3432,80;1481,50;0,00;53,00;0,00;4914,30;3432,80;1481,50;53,00;0,00;0,00;;;;;;;;;;;;;
2238N1137152M;8845,90;97,40;5844,70;3385,70;0,00;450,00;0,00;5707,90;62,80;4403,00;1044,00;0,00;195,70;0,00;3294,00;3294,00;0,00;2413,90;1109,00;1044,00;;;;;;;;;;;;;
2338N4095108B;3497,10;77,10;1209,60;1944,00;0,00;220,10;123,50;3253,10;71,80;1164,10;1939,60;0,00;95,70;53,70;3065,40;1129,20;1936,20;187,70;34,90;3,40;;;;;;;;;;;;;
2238N0846131J;7746,80;82,60;5403,70;2416,00;0,00;478,50;0,00;5682,80;60,60;4664,00;745,00;0,00;208,10;0,00;4095,00;4095,00;0,00;1587,80;569,00;745,00;;;;;;;;;;;;;
2438N2065493Z;3630,10;88,00;2043,00;1269,90;0,00;199,70;117,50;3329,20;81,00;1938,60;1252,70;0,00;86,80;51,10;3329,20;1938,60;1252,70;3329,20;1938,60;1252,70;;;;;;;;;;;;;
2238N1314564A;3535,00;70,10;1425,50;2507,90;0,00;69,80;8,70;3348,00;66,50;1425,50;1778,60;0,00;30,30;3,80;3204,10;1425,50;1778,60;34,10;0,00;0,00;;;;;;;;;;;;;
2238N2467733R;6039,00;66,00;3835,90;2291,50;0,00;121,90;7,60;5534,80;60,50;3658,40;1625,20;0,00;53,00;3,30;5147,00;3521,80;1625,20;192,90;136,50;0,00;;;;;;;;;;;;;
2238N0986266E;5865,00;67,00;3298,90;1850,80;0,00;419,30;296,00;5393,10;61,00;3259,20;1823,00;0,00;182,30;128,70;5393,10;3259,20;1823,00;5393,10;3259,20;1823,00;;;;;;;;;;;;;
2338N1036293I;5810,20;70,10;2650,70;3413,60;0,00;128,50;57,10;5163,00;62,30;2445,60;2396,30;0,00;55,90;24,80;4665,10;2287,80;2377,30;257,50;157,80;19,00;;;;;;;;;;;;;
2338N0389828H;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2138N0558263M;9455,80;78,00;5876,40;1789,70;0,00;530,30;1259,40;6009,00;50,00;4452,70;778,10;0,00;230,60;547,60;6009,00;4452,70;778,10;6009,00;4452,70;778,10;;;;;;;;;;;;;
2238N2743929P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2338N3466381G;3032,90;75,00;1417,50;1334,90;0,00;61,00;6,80;2874,40;71,10;1417,50;1334,90;0,00;26,50;2,90;2752,40;1417,50;1334,90;29,50;0,00;0,00;;;;;;;;;;;;;
2338N2088110V;4311,30;66,50;1360,30;2508,00;0,00;83,80;16,80;4050,40;62,50;1360,30;2497,50;0,00;36,40;7,30;3849,70;1360,30;2489,50;51,80;0,00;8,00;;;;;;;;;;;;;
2238N2266906O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2238N1312836O;5277,20;75,20;3052,10;2439,70;0,00;106,10;0,00;4944,10;70,50;3021,90;1707,00;0,00;46,10;0,00;4687,90;2998,80;1689,10;87,20;23,20;17,90;;;;;;;;;;;;;
2338N0811528N;7808,90;65,80;5440,70;2587,50;0,00;127,40;9,10;7507,60;63,30;5440,70;1835,10;0,00;55,40;4,00;7275,80;5440,70;1835,10;59,30;0,00;0,00;;;;;;;;;;;;;
2138N0409151K;5696,10;85,40;3201,90;2784,60;0,00;116,40;7,30;5402,60;81,00;3201,90;1974,90;0,00;50,60;3,20;5176,80;3201,90;1974,90;53,80;0,00;0,00;;;;;;;;;;;;;
2238N1478299N;5265,70;44,10;3291,30;1611,80;0,00;519,60;103,90;2289,40;19,20;1431,00;497,00;0,00;225,90;45,20;2289,40;1431,00;497,00;;;;;;;;;;;;;;;;
2238N0540572C;4350,90;51,70;2110,70;2342,70;0,00;109,50;7,30;4023,80;47,80;2110,70;1661,50;0,00;47,60;3,20;3772,20;2110,70;1661,50;50,80;0,00;0,00;;;;;;;;;;;;;
2338N0812917Y;5921,20;45,50;3874,30;1155,00;0,00;628,70;263,20;2574,40;19,80;1684,50;502,20;0,00;273,30;114,40;2574,40;1684,50;502,20;;;;;;;;;;;;;;;;
2138N0141713I;11764,60;60,00;7393,90;3122,30;0,00;922,80;325,70;10997,60;56,00;7363,20;3091,60;0,00;401,20;141,60;10997,60;7363,20;3091,60;10997,60;7363,20;3091,60;;;;;;;;;;;;;
2438N0350835P;6139,20;100,10;2435,70;2932,80;0,00;85,20;127,80;5703,60;93,00;2435,70;2932,80;0,00;37,00;55,50;5368,50;2435,70;2932,80;92,60;0,00;0,00;;;;;;;;;;;;;
2338N1191285O;5963,30;86,00;2773,30;1988,20;0,00;478,70;723,10;5284,00;76,00;2773,30;1988,20;0,00;208,10;314,40;5284,00;2773,30;1988,20;5284,00;2773,30;1988,20;;;;;;;;;;;;;
2238N1086461V;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2238N2124876W;6872,70;86,70;4605,40;2412,80;0,00;385,00;0,00;4696,80;59,30;3711,00;744,00;0,00;167,40;0,00;3023,00;3023,00;0,00;1673,80;688,00;744,00;;;;;;;;;;;;;
2238N0758387P;3795,90;57,00;2155,70;1132,70;0,00;312,30;195,20;3300,10;50,00;1957,10;1122,40;0,00;135,80;84,90;3300,10;1957,10;1122,40;3300,10;1957,10;1122,40;;;;;;;;;;;;;
2438N2096807J;4269,90;54,00;1907,50;1715,50;0,00;369,60;277,20;3904,30;49,00;1907,50;1715,50;0,00;160,70;120,50;3904,30;1907,50;1715,50;3904,30;1907,50;1715,50;;;;;;;;;;;;;
2138N0646399I;3752,40;57,60;1608,90;2436,50;0,00;90,40;5,00;3501,50;53,80;1592,90;1728,00;0,00;39,30;2,20;3308,60;1580,50;1728,00;53,80;12,40;0,00;;;;;;;;;;;;;
2138N0562026F;9456,60;69,50;6759,70;2448,50;0,00;664,90;73,90;4111,60;30,20;2939,00;755,00;0,00;289,10;32,10;4111,60;2939,00;755,00;;;;;;;;;;;;;;;;
2238N0149717F;6956,50;142,00;3958,80;3534,40;0,00;73,20;52,90;6542,80;133,50;3822,70;2506,70;0,00;31,80;23,00;6224,60;3717,90;2506,70;159,60;104,70;0,00;;;;;;;;;;;;;
2438N0990185Z;2503,50;58,60;938,90;1265,20;0,00;65,10;7,20;2334,30;54,70;938,90;1265,20;0,00;28,30;3,10;2204,10;938,90;1265,20;31,50;0,00;0,00;;;;;;;;;;;;;
2238N1932621L;4277,00;63,40;2205,00;2301,60;0,00;103,20;0,00;3996,10;59,30;2184,00;1620,90;0,00;44,90;0,00;3780,00;2167,90;1612,20;69,80;16,10;8,80;;;;;;;;;;;;;
2238N0149689D;13054,80;153,80;9139,60;4320,80;0,00;126,90;91,70;12259,60;144,40;8825,30;3064,40;0,00;55,20;39,90;11647,90;8583,50;3064,40;336,80;241,80;0,00;;;;;;;;;;;;;
2238N1367643N;6109,20;72,50;3936,30;1528,90;0,00;405,90;238,20;5706,90;67,80;3908,90;1517,90;0,00;176,50;103,60;5397,40;3887,90;1509,50;311,50;21,00;8,40;2,10;0,00;0,00;;;;;;;;;;
2238N1314518G;6648,80;75,30;2908,70;4478,40;0,00;119,00;14,90;6330,10;71,80;2908,70;3176,20;0,00;51,70;6,50;6084,90;2908,70;3176,20;58,20;0,00;0,00;;;;;;;;;;;;;
2338N3676165W;3492,30;68,80;1742,40;1409,90;0,00;74,00;4,10;3300,10;65,10;1742,40;1409,90;0,00;32,20;1,80;3152,30;1742,40;1409,90;33,90;0,00;0,00;;;;;;;;;;;;;
2438N1562472A;5630,00;98,00;2931,10;2374,40;0,00;262,10;62,40;5422,60;94,00;2915,70;2365,80;0,00;114,00;27,10;5422,60;2915,70;2365,80;5422,60;2915,70;2365,80;;;;;;;;;;;;;
2338N2267574H;5723,70;62,60;3951,40;1145,40;0,00;436,10;0,00;2488,60;27,20;1718,00;498,00;0,00;189,60;0,00;2488,60;1718,00;498,00;;;;;;;;;;;;;;;;
2238N1932666E;5286,30;80,00;3235,40;2291,00;0,00;100,00;0,00;5008,10;75,80;3210,00;1612,90;0,00;43,50;0,00;4794,00;3190,30;1603,70;72,30;19,60;9,20;;;;;;;;;;;;;
2238N1526576I;5525,70;67,10;1972,90;3814,10;0,00;108,50;65,10;5046,50;61,30;1972,90;2705,00;0,00;47,20;28,30;4677,90;1972,90;2705,00;75,50;0,00;0,00;;;;;;;;;;;;;
2138N0437438J;5355,00;61,20;3431,60;1796,60;0,00;394,10;69,60;2328,20;26,60;1492,00;554,00;0,00;171,40;30,20;2328,20;1492,00;554,00;;;;;;;;;;;;;;;;
2238N1217541J;5346,30;126,80;1444,90;1415,00;856,40;887,30;742,90;3299,90;78,30;809,30;1409,50;372,30;385,80;323,00;1725,70;320,40;1405,40;1574,20;488,90;4,20;;;;;;;;;;;;;
2438N1302050U;7213,00;58,40;4511,60;1768,50;0,00;529,10;403,80;3136,10;25,40;1961,60;768,90;0,00;230,10;175,60;3136,10;1961,60;768,90;;;;;;;;;;;;;;;;
2238N1155524C;5093,50;77,90;2947,20;2376,60;0,00;98,80;0,00;4781,30;73,20;2918,10;1662,90;0,00;43,00;0,00;4541,20;2895,70;1645,50;82,80;22,40;17,40;;;;;;;;;;;;;
2238N2852640U;4243,90;50,80;1947,00;2482,30;0,00;125,90;0,00;3940,70;47,20;1947,00;1760,50;0,00;54,80;0,00;3707,50;1947,00;1760,50;54,80;0,00;0,00;;;;;;;;;;;;;
2338N3063144D;6419,90;56,60;4166,00;1617,50;0,00;131,90;8,80;6060,20;53,50;4166,00;1617,50;0,00;57,30;3,80;5783,50;4166,00;1617,50;61,10;0,00;0,00;;;;;;;;;;;;;
2438N1223899Z;3743,20;82,30;1585,30;1787,90;0,00;63,60;23,90;3534,10;77,70;1585,30;1787,90;0,00;27,70;10,40;3373,20;1585,30;1787,90;38,00;0,00;0,00;;;;;;;;;;;;;
2238N2898767X;3527,30;84,00;1460,80;1765,60;0,00;213,10;87,80;3357,20;80,00;1460,80;1765,60;0,00;92,70;38,20;3357,20;1460,80;1765,60;3357,20;1460,80;1765,60;;;;;;;;;;;;;
2238N1146591N;6727,70;91,70;3163,40;4172,20;0,00;106,60;31,40;6385,50;87,00;3163,40;2959,00;0,00;46,30;13,60;6122,40;3163,40;2959,00;60,00;0,00;0,00;;;;;;;;;;;;;
2238N2605327T;6999,80;86,50;4864,50;2240,90;0,00;397,10;0,00;3043,40;37,70;2115,00;691,00;0,00;172,60;0,00;3043,40;2115,00;691,00;;;;;;;;;;;;;;;;
2238N1463392E;4892,20;73,50;1716,00;3512,00;0,00;87,70;52,60;4504,80;67,70;1716,00;2490,80;0,00;38,10;22,90;4206,80;1716,00;2490,80;61,00;0,00;0,00;;;;;;;;;;;;;
2438N0229060Y;12425,20;103,90;8428,00;3060,60;0,00;152,80;93,40;11895,80;99,50;8428,00;3060,60;0,00;66,40;40,60;11488,60;8428,00;3060,60;107,00;0,00;0,00;;;;;;;;;;;;;
2238N1452736I;6017,90;55,00;1520,90;3268,00;0,00;153,50;9,00;4786,10;43,80;1520,90;2317,80;0,00;66,70;3,90;3838,60;1520,90;2317,80;70,70;0,00;0,00;;;;;;;;;;;;;
2438N1139689D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2338N2564969O;3925,70;65,20;1729,70;1779,20;0,00;87,90;11,00;3690,10;61,30;1729,70;1779,20;0,00;38,20;4,80;3508,90;1729,70;1779,20;43,00;0,00;0,00;;;;;;;;;;;;;
2238N1462461J;7089,10;64,70;2888,40;4333,80;0,00;144,20;86,50;6452,10;59,00;2888,40;3073,60;0,00;62,70;37,60;5962,00;2888,40;3073,60;100,30;0,00;0,00;;;;;;;;;;;;;
2338N1330920D;4652,90;42,60;2750,80;1650,70;0,00;497,40;87,80;2023,00;18,60;1196,00;509,00;0,00;216,20;38,20;2023,00;1196,00;509,00;;;;;;;;;;;;;;;;
2238N0978383Z;2690,80;65,70;949,00;1588,10;76,90;67,00;4,10;1806,50;44,10;412,60;1126,30;33,40;29,10;1,80;1126,30;0,00;1126,30;477,00;412,60;0,00;;;;;;;;;;;;;
2138N0892605U;12539,30;68,00;8368,50;3969,40;0,00;753,10;100,40;9616,40;52,30;7803,00;1224,00;0,00;327,50;43,70;7368,00;7368,00;0,00;2248,40;435,00;1224,00;;;;;;;;;;;;;
2238N1642109X;6719,80;63,90;3955,40;2885,40;0,00;141,60;0,00;6314,00;60,10;3955,40;2046,40;0,00;61,60;0,00;6001,80;3955,40;2046,40;61,60;0,00;0,00;;;;;;;;;;;;;
2138N0858615M;5330,20;87,00;3585,50;1758,30;0,00;87,70;5,20;5048,90;82,40;3585,50;1247,00;0,00;38,10;2,20;4832,50;3585,50;1247,00;40,40;0,00;0,00;;;;;;;;;;;;;
2138N0333452X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2338N0241255Y;3051,90;86,00;1674,90;710,10;0,00;341,10;325,80;1326,90;37,40;728,20;308,70;0,00;148,30;141,70;1326,90;728,20;308,70;;;;;;;;;;;;;;;;
2238N1217358I;5021,50;121,50;1185,00;1400,70;838,90;869,20;727,70;3118,10;75,50;663,70;1395,40;364,70;377,90;316,40;1654,00;262,80;1391,20;1464,20;401,00;4,10;;;;;;;;;;;;;
2138N0575238J;7807,30;58,80;5244,00;1887,40;0,00;688,90;267,90;3394,50;25,60;2280,00;582,00;0,00;299,50;116,50;3394,50;2280,00;582,00;;;;;;;;;;;;;;;;
2238N0757129F;6015,00;71,50;3033,90;3156,30;0,00;129,20;50,30;5133,60;61,00;2572,20;2238,50;0,00;56,20;21,90;4455,60;2217,00;2238,50;433,20;355,20;0,00;;;;;;;;;;;;;
2338N2981496V;5735,60;41,80;3397,10;1352,40;0,00;657,40;73,00;2493,80;18,20;1477,00;588,00;0,00;285,80;31,80;2493,80;1477,00;588,00;;;;;;;;;;;;;;;;
2238N1146608E;5164,80;116,00;2355,70;3443,30;0,00;64,60;19,00;4957,30;111,40;2355,70;2442,00;0,00;28,10;8,30;4797,70;2355,70;2442,00;36,40;0,00;0,00;;;;;;;;;;;;;
2338N0729286J;6225,60;74,50;3932,40;2380,80;0,00;122,00;7,60;5883,80;70,50;3932,40;1688,50;0,00;53,10;3,30;5620,90;3932,40;1688,50;56,40;0,00;0,00;;;;;;;;;;;;;
2338N3466350B;3951,00;65,00;1945,10;1584,00;0,00;91,80;10,20;3712,50;61,10;1945,10;1584,00;0,00;39,90;4,40;3529,10;1945,10;1584,00;44,30;0,00;0,00;;;;;;;;;;;;;
2338N0977908T;5524,30;64,60;1563,60;3202,50;0,00;117,30;73,30;5083,70;59,50;1563,60;3190,50;0,00;51,00;31,90;4744,80;1563,60;3181,20;92,10;0,00;9,30;;;;;;;;;;;;;
2338N0790838T;3872,80;87,50;1505,10;2898,80;0,00;57,50;16,40;2845,80;64,30;654,40;2055,90;0,00;25,00;7,10;2055,90;0,00;2055,90;686,60;654,40;0,00;;;;;;;;;;;;;
2338N2154337A;6961,20;75,80;4249,60;1689,90;0,00;428,50;395,50;6234,20;67,90;4156,00;1634,00;0,00;186,30;172,00;5675,00;4084,00;1591,00;559,20;72,00;43,00;;;;;;;;;;;;;
2338N3073360B;2717,70;67,60;1016,40;1422,30;0,00;59,80;3,50;2532,20;63,10;1005,10;1405,80;0,00;26,00;1,50;2389,60;996,40;1393,20;48,90;8,70;12,70;;;;;;;;;;;;;
2238N1417462Q;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2238N1914058M;4019,60;65,20;2106,60;2083,00;0,00;82,40;5,50;3773,30;61,30;2106,60;1477,30;0,00;35,80;2,40;3583,90;2106,60;1477,30;38,20;0,00;0,00;;;;;;;;;;;;;
2338N2154339C;8474,10;86,50;5653,60;1732,90;0,00;461,40;428,50;7709,90;78,80;5560,00;1677,00;0,00;200,60;186,30;7122,00;5488,00;1634,00;587,90;72,00;43,00;;;;;;;;;;;;;
2238N2447185J;12943,60;86,00;8322,20;4689,70;0,00;647,70;242,90;11387,20;75,70;7498,00;3326,00;0,00;281,60;105,60;10190,00;6864,00;3326,00;1197,20;634,00;0,00;;;;;;;;;;;;;
2338N1844177U;4094,90;60,30;2039,00;1642,10;0,00;311,90;101,90;3821,40;56,40;2016,60;1624,90;0,00;135,60;44,30;3611,00;1999,30;1611,70;210,40;17,30;13,20;;;;;;;;;;;;;
2338N2456855I;6880,20;60,80;4445,90;1428,30;0,00;551,70;0,00;2991,40;26,50;1933,00;621,00;0,00;239,90;0,00;2991,40;1933,00;621,00;;;;;;;;;;;;;;;;
2138N1042681Y;4995,10;62,80;2610,60;2621,90;0,00;110,80;13,80;4698,30;59,10;2610,60;1859,50;0,00;48,20;6,00;4470,00;2610,60;1859,50;54,20;0,00;0,00;;;;;;;;;;;;;
2338N1528486V;4424,30;50,00;2370,20;1395,80;0,00;474,00;184,30;1923,60;21,00;1030,50;606,90;0,00;206,10;80,20;1923,60;1030,50;606,90;;;;;;;;;;;;;;;;
2238N1568520O;7496,20;58,10;5173,60;2484,40;0,00;117,40;9,00;7179,40;55,70;5173,60;1762,00;0,00;51,10;3,90;6935,60;5173,60;1762,00;55,00;0,00;0,00;;;;;;;;;;;;;
2438N1559275B;51198,00;89,00;27109,00;21063,50;0,00;2395,20;630,30;49274,20;85,00;26966,50;20992,20;0,00;1041,40;274,10;49274,20;26966,50;20992,20;49274,20;26966,50;20992,20;;;;;;;;;;;;;
2238N1003869F;2821,80;41,80;461,90;1607,10;0,00;86,90;3,50;1226,90;18,20;200,80;495,50;0,00;37,80;1,50;735,70;200,80;495,50;;;;;;;;;;;;;;;;
2438N2221404O;5826,40;65,30;3747,10;1469,30;0,00;127,40;7,10;5481,60;61,50;3747,10;1469,30;0,00;55,40;3,10;5216,40;3747,10;1469,30;58,50;0,00;0,00;;;;;;;;;;;;;
2338N0818987K;7774,60;54,50;5621,20;1799,90;0,00;637,70;39,90;3380,30;23,70;2444,00;555,00;0,00;277,30;17,30;3380,30;2444,00;555,00;;;;;;;;;;;;;;;;
2238N1456886Y;5917,20;48,10;3085,90;2896,80;0,00;169,00;0,00;5478,10;44,50;3085,90;2054,40;0,00;73,50;0,00;5140,30;3085,90;2054,40;73,50;0,00;0,00;;;;;;;;;;;;;
2438N1277391J;3415,90;49,10;1364,10;1570,40;0,00;107,40;5,40;3143,80;45,20;1364,10;1570,40;0,00;46,70;2,30;2934,40;1364,10;1570,40;49,00;0,00;0,00;;;;;;;;;;;;;
2138N0142920T;10178,30;68,00;6268,00;2844,40;0,00;710,60;355,30;9500,50;63,00;6217,80;2819,30;0,00;309,00;154,50;9500,50;6217,80;2819,30;9500,50;6217,80;2819,30;;;;;;;;;;;;;
2238N2358048A;3334,40;76,40;1038,60;1684,10;0,00;65,40;9,20;2711,80;62,10;1038,60;1194,40;0,00;28,50;4,00;2232,90;1038,60;1194,40;32,40;0,00;0,00;;;;;;;;;;;;;
2338N0042427S;4033,70;51,50;2509,30;1355,60;0,00;351,90;23,50;1753,80;22,40;1091,00;418,00;0,00;153,00;10,20;1753,80;1091,00;418,00;;;;;;;;;;;;;;;;
2138N0944812T;6740,80;48,70;4130,80;2581,40;0,00;584,40;0,00;2930,80;21,20;1796,00;796,00;0,00;254,10;0,00;2930,80;1796,00;796,00;;;;;;;;;;;;;;;;
2338N3407760P;7656,60;59,00;5306,60;1402,40;0,00;568,60;379,00;3329,00;25,00;2307,20;609,80;0,00;247,20;164,80;3329,00;2307,20;609,80;;;;;;;;;;;;;;;;
2138N0532073E;4900,30;77,00;2874,30;2297,30;0,00;115,60;0,00;4618,40;72,70;2838,00;1607,90;0,00;50,30;0,00;4401,50;2810,10;1591,40;94,60;27,90;16,50;;;;;;;;;;;;;
2238N2756609H;5664,10;53,20;3617,90;1864,70;0,00;503,40;62,90;2462,60;23,20;1573,00;575,00;0,00;218,90;27,40;2462,60;1573,00;575,00;;;;;;;;;;;;;;;;
2238N2869347J;5091,10;61,30;2829,30;2453,70;0,00;122,50;0,00;4796,30;57,80;2829,30;1740,20;0,00;53,20;0,00;4569,50;2829,30;1740,20;53,20;0,00;0,00;;;;;;;;;;;;;
2238N2573050I;5674,80;68,20;3363,70;2141,80;0,00;430,00;203,70;5137,40;61,80;3287,00;1506,00;0,00;187,00;88,60;4724,00;3228,00;1496,00;413,40;59,00;10,00;;;;;;;;;;;;;
2438N0383090E;5188,30;57,20;3063,60;1499,60;0,00;354,20;125,00;2255,80;24,90;1332,00;652,00;0,00;154,00;54,40;2255,80;1332,00;652,00;;;;;;;;;;;;;;;;
2238N2265170U;3971,30;90,40;1029,70;3221,50;0,00;67,00;11,70;3056,90;69,60;486,60;2284,80;0,00;29,10;5,10;2353,50;68,80;2284,80;452,10;417,80;0,00;;;;;;;;;;;;;
2238N2291276W;6516,30;80,90;3932,20;2624,90;0,00;117,90;58,90;5698,70;70,80;3522,90;1861,60;0,00;51,30;25,60;5069,80;3208,10;1861,60;391,70;314,80;0,00;;;;;;;;;;;;;
2138N0655524H;5002,30;63,20;1662,60;3624,30;0,00;127,50;46,20;4567,50;57,80;1662,60;2570,40;0,00;55,40;20,10;4233,10;1662,60;2570,40;75,50;0,00;0,00;;;;;;;;;;;;;
2338N0884828T;3521,70;80,20;1955,60;1791,90;0,00;64,20;7,10;3354,80;76,40;1955,60;1270,90;0,00;27,90;3,10;3226,40;1955,60;1270,90;31,00;0,00;0,00;;;;;;;;;;;;;
