numero_dpe;conso_5_usages_ep;conso_5_usages_par_m2_ep;conso_chauffage_ep;conso_ecs_ep;conso_refroidissement_ep;conso_eclairage_ep;conso_auxiliaires_ep;conso_5 usages_ef;conso_5 usages_par_m2_ef;conso_chauffage_ef;conso_ecs_ef;conso_refroidissement_ef;conso_eclairage_ef;conso_auxiliaires_ef;conso_5 usages_ef_energie_n1;conso_chauffage_ef_energie_n1;conso_ecs_ef_energie_n1;conso_5 usages_ef_energie_n2;conso_chauffage_ef_energie_n2;Conso_ecs_ef_energie_n2;conso_5_usages_ef_energie_n3;conso_chauffage_ef_energie_n3;conso_ecs_ef_energie_n3;conso_chauffage_installation_chauffage_n1;conso_chauffage_generateur_n1_installation_n1;conso_chauffage_generateur_n2_installation_n1;conso_chauffage_installation_chauffage_n2;conso_chauffage_generateur_n1_installation_n2;conso_chauffage_generateur_n2_installation_n2;conso_ef_installation_ecs_n1;conso_ef_generateur_n1_ecs_n1;conso_ef_generateur_n2_ecs_n1;conso_refroidissement_annuel
2238N1619302S;3486,50;50,90;1576,40;1863,50;0,00;100,10;53,00;3132,90;45,80;1567,10;1309,90;0,00;43,50;23,00;2860,80;1559,90;1300,90;82,70;7,10;9,00;;;;;;;;;;;;;
2238N1909308U;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2338N2560477U;2908,40;65,20;1281,50;1318,10;0,00;65,10;8,10;2733,90;61,30;1281,50;1318,10;0,00;28,30;3,50;2599,60;1281,50;1318,10;31,90;0,00;0,00;;;;;;;;;;;;;
2238N1313719N;6598,90;74,00;3246,70;3923,10;0,00;120,20;15,00;6276,80;70,40;3246,70;2782,40;0,00;52,30;6,50;6029,00;3246,70;2782,40;58,80;0,00;0,00;;;;;;;;;;;;;
2238N1182334G;4086,40;49,00;1595,50;2665,00;0,00;123,40;7,30;3746,80;45,00;1595,50;1890,10;0,00;53,70;3,20;3485,60;1595,50;1890,10;56,80;0,00;0,00;;;;;;;;;;;;;
2338N0790908L;3734,60;85,20;1402,10;2859,60;0,00;56,20;16,10;2770,10;63,30;609,60;2028,10;0,00;24,40;7,00;2028,10;0,00;2028,10;641,00;609,60;0,00;;;;;;;;;;;;;
2338N1982166B;6235,00;88,10;4119,50;1591,50;0,00;103,30;6,10;5762,00;81,40;3942,70;1591,50;0,00;44,90;2,60;5398,20;3806,70;1591,50;183,60;136,00;0,00;;;;;;;;;;;;;
2338N1847420N;4891,40;58,70;2406,90;2705,30;0,00;119,40;22,40;4571,50;54,90;2406,90;1918,60;0,00;51,90;9,70;4325,50;2406,90;1918,60;61,60;0,00;0,00;;;;;;;;;;;;;
2338N3992748D;3260,80;51,70;1049,40;1582,00;0,00;93,90;67,80;2905,10;46,10;1049,40;1582,00;0,00;40,80;29,50;2631,40;1049,40;1582,00;70,30;0,00;0,00;;;;;;;;;;;;;
2238N2072046Y;6147,20;87,50;4082,10;2199,10;0,00;97,70;0,00;5722,20;81,50;3942,80;1559,70;0,00;42,50;0,00;5395,30;3835,60;1559,70;149,70;107,20;0,00;;;;;;;;;;;;;
2133N0542983P;5200,30;36,20;2737,00;2150,10;0,00;625,60;0,00;2261,00;15,70;1190,00;663,00;0,00;272,00;0,00;2261,00;1190,00;663,00;;;;;;;;;;;;;;;;
2238N2641861X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2238N2265200Y;3992,10;90,40;1035,10;3238,40;0,00;67,40;11,80;3072,90;69,60;489,10;2296,70;0,00;29,30;5,10;2365,80;69,10;2296,70;454,40;420,00;0,00;;;;;;;;;;;;;
2238N2266908Q;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2138N0553896N;5890,20;73,00;3724,50;2310,50;0,00;130,90;8,70;5592,30;69,30;3724,50;1638,70;0,00;56,90;3,80;5363,10;3724,50;1638,70;60,70;0,00;0,00;;;;;;;;;;;;;
2138N0345824T;4296,40;62,80;2463,20;2072,70;0,00;326,80;0,00;4035,80;59,00;2429,20;1448,80;0,00;142,10;0,00;3835,40;2402,90;1432,50;184,60;26,20;16,30;;;;;;;;;;;;;
2338N3871413K;10812,30;136,30;7259,00;2757,90;0,00;104,90;21,00;9675,60;122,00;6576,80;2753,10;0,00;45,60;9,10;8801,30;6052,00;2749,30;583,20;524,80;3,70;;;;;;;;;;;;;
2338N2465536F;3154,50;78,80;762,50;1839,00;0,00;56,10;4,00;2407,90;60,20;331,50;1835,90;0,00;24,40;1,70;1833,50;0,00;1833,50;360,00;331,50;2,40;;;;;;;;;;;;;
2238N1155472C;3200,40;79,30;1532,50;1950,70;0,00;61,00;0,00;3005,90;74,60;1517,40;1364,90;0,00;26,50;0,00;2856,30;1505,80;1350,60;52,40;11,60;14,30;;;;;;;;;;;;;
2138N0893816J;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2238N1426622Y;4466,90;68,00;2327,70;2120,60;0,00;92,10;0,00;4107,80;62,60;2327,70;1504,00;0,00;40,10;0,00;3831,70;2327,70;1504,00;40,10;0,00;0,00;;;;;;;;;;;;;
2238N2809884I;3254,70;66,60;1466,70;2092,20;0,00;66,20;4,40;3082,80;63,20;1466,70;1483,80;0,00;28,80;1,90;2950,60;1466,70;1483,80;30,70;0,00;0,00;;;;;;;;;;;;;
2238N1219466K;5178,30;82,50;2277,40;3227,50;0,00;91,40;53,80;4832,40;77,10;2277,40;2289,00;0,00;39,80;23,40;4566,40;2277,40;2289,00;63,10;0,00;0,00;;;;;;;;;;;;;
2238N0580710W;3030,50;73,20;1546,20;1729,40;0,00;57,00;3,60;2884,80;69,70;1546,20;1226,50;0,00;24,80;1,50;2772,80;1546,20;1226,50;26,30;0,00;0,00;;;;;;;;;;;;;
2238N0580716C;2316,70;59,70;886,40;1676,10;0,00;53,40;3,30;2180,20;56,20;886,40;1188,70;0,00;23,20;1,50;2075,20;886,40;1188,70;24,70;0,00;0,00;;;;;;;;;;;;;
2438N1448747Z;3680,60;34,20;1753,80;1185,70;0,00;419,90;74,10;1600,30;14,90;762,50;515,50;0,00;182,60;32,20;1600,30;762,50;515,50;;;;;;;;;;;;;;;;
2338N2339227E;3533,40;69,70;851,90;2342,10;0,00;68,50;8,60;3341,60;65,90;851,90;2342,10;0,00;29,80;3,70;3194,00;851,90;2342,10;33,50;0,00;0,00;;;;;;;;;;;;;
2238N1449711Z;5756,30;55,00;3546,80;1366,40;0,00;436,10;407,00;2502,70;24,00;1542,10;594,10;0,00;189,60;177,00;2502,70;1542,10;594,10;;;;;;;;;;;;;;;;
2338N2552593O;5845,10;43,40;3765,10;1147,70;0,00;609,60;35,90;2541,30;18,90;1637,00;499,00;0,00;265,00;15,60;2541,30;1637,00;499,00;;;;;;;;;;;;;;;;
2238N3118657F;2974,50;127,70;1788,30;1384,00;0,00;33,90;5,10;2849,80;122,40;1779,30;981,60;0,00;14,80;2,20;1734,20;1726,60;7,60;1019,70;45,80;973,90;23,90;6,90;0,00;;;;;;;;;;
2138N0466642P;6348,70;58,50;4091,70;1952,30;0,00;511,40;90,30;2760,30;25,40;1779,00;602,00;0,00;222,40;39,20;2760,30;1779,00;602,00;;;;;;;;;;;;;;;;
2438N1987788I;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2238N0580670I;2794,80;68,50;1309,20;1713,30;0,00;56,10;3,70;2641,90;64,90;1309,20;1215,10;0,00;24,40;1,60;2524,30;1309,20;1215,10;26,00;0,00;0,00;;;;;;;;;;;;;
2238N1113939R;3605,60;85,90;1360,40;1818,60;0,00;206,50;220,00;3331,10;79,40;1343,60;1802,00;0,00;89,80;95,70;3119,90;1330,60;1789,30;211,20;13,00;12,70;;;;;;;;;;;;;
2238N0367928Y;4520,10;55,20;2095,30;2101,50;0,00;378,80;277,80;1965,30;24,00;911,00;648,00;0,00;164,70;120,80;1965,30;911,00;648,00;;;;;;;;;;;;;;;;
2138N0346830L;3527,20;56,20;1300,90;2447,00;0,00;111,00;37,00;3230,50;51,40;1300,90;1716,20;0,00;48,20;16,10;3002,30;1300,90;1701,40;79,10;0,00;14,80;;;;;;;;;;;;;
2238N0968247D;2931,10;44,30;599,00;1597,10;0,00;85,50;3,40;1274,40;19,30;260,40;492,50;0,00;37,20;1,50;791,50;260,40;492,50;;;;;;;;;;;;;;;;
2338N3180071I;3953,60;44,60;1957,30;1405,30;0,00;387,20;61,10;1718,90;19,40;851,00;611,00;0,00;168,30;26,60;1718,90;851,00;611,00;;;;;;;;;;;;;;;;
2238N0580542K;3710,10;58,70;1778,60;2130,00;0,00;88,80;5,50;3472,20;55,10;1778,60;1510,60;0,00;38,60;2,40;3289,20;1778,60;1510,60;41,00;0,00;0,00;;;;;;;;;;;;;
2338N2088201I;5048,40;62,60;1772,90;2725,10;0,00;104,10;20,80;4725,90;58,70;1772,90;2713,70;0,00;45,30;9,10;4477,80;1772,90;2705,00;63,10;0,00;8,70;;;;;;;;;;;;;
2438N0821075T;4266,20;60,70;2266,00;1535,40;0,00;99,70;11,70;3802,40;54,10;2064,90;1535,40;0,00;43,30;5,10;3445,60;1910,30;1535,40;203,10;154,70;0,00;;;;;;;;;;;;;
2138N0109588T;6724,50;73,40;4323,50;2184,50;0,00;462,30;243,30;5884,30;64,20;3979,00;1535,00;0,00;201,00;105,80;5238,00;3714,00;1524,00;276,00;265,00;11,00;;;;;;;;;;;;;
2338N3212484Z;5474,00;55,70;3668,00;1100,00;0,00;480,00;226,00;2380,00;24,30;1595,00;478,00;0,00;209,00;98,00;2380,00;1595,00;478,00;;;;;;;;;;;;;;;;
2238N3118825R;5991,20;127,90;3817,20;2456,80;0,00;67,10;13,40;5729,80;122,40;3799,70;1742,40;0,00;29,20;5,80;3712,60;3692,50;20,10;1816,10;93,80;1722,30;48,40;13,40;0,00;;;;;;;;;;
2238N1324642Q;4574,80;108,90;1238,40;4324,60;0,00;55,80;3,70;1989,10;47,40;538,50;1333,50;0,00;24,30;1,60;1897,90;538,50;1333,50;;;;;;;;;;;;;;;;
2238N0500649P;3398,40;50,70;1393,30;2143,50;0,00;93,80;23,40;3124,30;46,60;1393,30;1520,20;0,00;40,80;10,20;2913,60;1393,30;1520,20;51,00;0,00;0,00;;;;;;;;;;;;;
2238N1355332A;5519,00;56,20;3599,50;1842,00;0,00;453,20;0,00;2399,60;24,50;1565,00;568,00;0,00;197,00;0,00;2399,60;1565,00;568,00;;;;;;;;;;;;;;;;
2338N0849176N;6031,40;67,00;3702,20;1691,70;0,00;441,30;196,10;2622,40;29,00;1609,70;735,50;0,00;191,90;85,30;2622,40;1609,70;735,50;;;;;;;;;;;;;;;;
2238N0044686O;8415,00;59,10;5599,80;2756,60;0,00;625,60;39,10;6205,00;43,60;4981,00;850,00;0,00;272,00;17,00;4505,00;4505,00;0,00;1700,00;476,00;850,00;;;;;;;;;;;;;
2338N3560815I;7077,10;35,20;4367,70;1327,10;0,00;940,00;110,60;3077,00;15,30;1899,00;577,00;0,00;408,70;48,10;3077,00;1899,00;577,00;;;;;;;;;;;;;;;;
2338N1403596J;6874,50;47,00;4413,20;1357,90;0,00;721,40;381,90;2988,90;20,00;1918,80;590,40;0,00;313,70;166,10;2988,90;1918,80;590,40;;;;;;;;;;;;;;;;
2338N2969559S;4254,10;44,80;2093,00;1100,00;0,00;486,70;574,40;1849,60;19,50;910,00;478,30;0,00;211,60;249,70;1849,60;910,00;478,30;;;;;;;;;;;;;;;;
2338N0977909U;3741,50;81,60;813,00;2522,10;0,00;62,90;39,30;3502,30;76,50;813,00;2512,60;0,00;27,30;17,10;3318,30;813,00;2505,40;51,70;0,00;7,30;;;;;;;;;;;;;
2138N0895476F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2438N1111915X;3482,40;84,30;1110,10;2014,70;0,00;60,80;25,00;3280,30;79,40;1110,10;2014,70;0,00;26,40;10,90;3124,80;1110,10;2014,70;37,30;0,00;0,00;;;;;;;;;;;;;
2138N0257194X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2438N2097897H;2531,80;84,00;1064,70;1223,60;0,00;140,50;103,10;2394,10;79,00;1064,70;1223,60;0,00;61,10;44,80;2394,10;1064,70;1223,60;2394,10;1064,70;1223,60;;;;;;;;;;;;;
2238N0429019P;5971,90;66,20;3939,80;1275,20;0,00;435,40;321,40;2596,50;28,80;1712,90;554,50;0,00;189,30;139,70;2596,50;1712,90;554,50;;;;;;;;;;;;;;;;
2438N0791066O;3918,30;77,60;1528,30;1930,90;0,00;66,60;27,60;3592,60;71,20;1462,20;1930,90;0,00;28,90;12,00;3342,10;1411,20;1930,90;91,90;50,90;0,00;;;;;;;;;;;;;
2238N2552474Y;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2238N2291261H;4021,70;59,80;1684,10;2446,70;0,00;98,30;49,10;3505,90;52,20;1508,80;1735,20;0,00;42,70;21,40;3109,20;1374,00;1735,20;198,90;134,80;0,00;;;;;;;;;;;;;
2338N2220529W;4026,70;64,00;2104,60;1330,70;0,00;372,30;219,00;3692,40;59,00;2104,60;1330,70;0,00;161,90;95,20;3692,40;2104,60;1330,70;3692,40;2104,60;1330,70;;;;;;;;;;;;;
2138N0899986R;7459,30;75,70;5232,60;2354,40;0,00;397,80;0,00;4807,10;48,90;3839,00;726,00;0,00;173,00;0,00;2767,00;2767,00;0,00;2040,10;1072,00;726,00;;;;;;;;;;;;;
2238N2855380E;2952,70;63,00;1102,70;2149,10;0,00;65,70;12,30;2768,50;59,10;1102,70;1524,20;0,00;28,60;5,40;2626,90;1102,70;1524,20;33,90;0,00;0,00;;;;;;;;;;;;;
2238N0402563B;3964,80;94,00;2066,30;1730,30;159,70;61,80;0,00;2411,10;57,10;898,40;1220,80;69,40;26,90;0,00;1215,90;0,00;1215,90;999,60;898,40;4,90;;;;;;;;;;;;;
2238N2265118U;3971,30;90,40;1029,70;3221,50;0,00;67,00;11,70;3056,90;69,60;486,60;2284,80;0,00;29,10;5,10;2353,50;68,80;2284,80;452,10;417,80;0,00;;;;;;;;;;;;;
2238N1568532A;15558,90;85,70;10934,50;5093,50;0,00;822,30;63,30;14879,00;82,00;10863,00;3576,00;0,00;357,50;27,50;14356,00;10808,00;3548,00;523,00;55,00;28,00;;;;;;;;;;;;;
2138N0564376P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2238N0402659T;3002,90;73,70;1150,70;1699,40;153,90;59,60;0,00;1980,60;48,70;500,30;1199,00;66,90;25,90;0,00;1194,20;0,00;1194,20;597,90;500,30;4,80;;;;;;;;;;;;;
2438N2250995R;4051,80;61,10;2092,70;1536,30;0,00;96,00;5,30;3812,80;57,60;2092,70;1536,30;0,00;41,70;2,30;3629,00;2092,70;1536,30;44,10;0,00;0,00;;;;;;;;;;;;;
2338N0799145G;5450,90;84,80;3108,30;2582,50;0,00;96,90;17,10;5162,00;80,40;3108,30;1831,50;0,00;42,10;7,40;4939,80;3108,30;1831,50;49,60;0,00;0,00;;;;;;;;;;;;;
2338N2686442P;5206,10;102,60;3456,30;1408,40;0,00;70,70;9,40;4974,60;98,10;3428,00;1398,30;0,00;30,80;4,10;4796,60;3406,10;1390,50;64,50;21,80;7,80;;;;;;;;;;;;;
2438N0396880O;6536,40;70,00;4055,50;1827,60;0,00;482,90;170,40;2841,90;30,00;1763,30;794,60;0,00;210,00;74,10;2841,90;1763,30;794,60;;;;;;;;;;;;;;;;
2438N0033115P;3736,00;62,90;1174,50;2019,10;0,00;78,70;32,60;3378,50;56,90;1123,60;2019,10;0,00;34,20;14,20;3103,50;1084,50;2019,10;87,50;39,10;0,00;;;;;;;;;;;;;
2438N0247974K;5362,70;60,50;3479,90;1315,60;0,00;412,50;0,00;2331,60;26,30;1513,00;572,00;0,00;179,40;0,00;2331,60;1513,00;572,00;;;;;;;;;;;;;;;;
2138N0772574F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2138N0652070L;5581,10;50,20;2937,10;2623,60;0,00;522,20;32,60;2426,60;21,90;1277,00;809,00;0,00;227,00;14,20;2426,60;1277,00;809,00;;;;;;;;;;;;;;;;
2338N4105235O;2873,70;67,60;1274,00;1243,70;0,00;62,70;22,10;2616,40;61,60;1217,90;1243,70;0,00;27,30;9,60;2418,40;1174,70;1243,70;80,00;43,10;0,00;;;;;;;;;;;;;
2238N0779361H;6729,40;70,90;4339,50;2463,90;0,00;127,10;8,50;6366,20;67,00;4339,50;1747,40;0,00;55,20;3,70;6086,90;4339,50;1747,40;58,90;0,00;0,00;;;;;;;;;;;;;
2238N0333025N;62355,50;64,50;31750,50;33680,00;0,00;5168,10;258,40;57973,10;60,00;31458,00;23594,00;0,00;2247,00;112,40;54602,00;31233,00;23369,00;3371,10;225,00;225,00;;;;;;;;;;;;;
2238N2272749H;13402,60;69,00;8792,60;3060,00;0,00;920,30;629,70;12362,20;64,00;8655,70;3032,60;0,00;400,10;273,80;12362,20;8655,70;3032,60;12362,20;8655,70;3032,60;12362,20;8655,70;3032,60;;;;;;;;;;
2338N0099121G;5883,60;59,10;3705,30;1994,40;0,00;480,90;84,90;2558,10;25,70;1611,00;615,00;0,00;209,10;36,90;2558,10;1611,00;615,00;;;;;;;;;;;;;;;;
2138N0660113U;4634,80;72,20;1378,80;3563,60;0,00;100,10;55,60;4181,30;65,10;1337,20;2527,40;0,00;43,50;24,20;3832,50;1305,20;2527,40;99,70;32,00;0,00;;;;;;;;;;;;;
2338N0502649O;8288,90;67,00;5302,90;1752,20;0,00;582,60;651,10;7494,70;61,00;5244,80;1713,50;0,00;253,30;283,10;7494,70;5244,80;1713,50;7494,70;5244,80;1713,50;;;;;;;;;;;;;
2338N4451381W;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2438N0821103V;2708,00;53,90;1005,40;1370,60;0,00;71,20;8,40;2431,10;48,40;916,10;1370,60;0,00;31,00;3,60;2218,10;847,50;1370,60;103,20;68,60;0,00;;;;;;;;;;;;;
2338N4095188D;3597,30;63,50;1712,00;1455,80;0,00;275,10;154,30;3287,00;58,00;1647,70;1452,50;0,00;119,60;67,10;3048,30;1598,30;1450,00;238,70;49,50;2,50;;;;;;;;;;;;;
2207N0395401K;3376,30;32,30;1672,00;1078,70;0,00;485,40;140,20;1467,90;14,10;726,90;469,00;0,00;211,00;61,00;1467,90;726,90;469,00;;;;;;;;;;;;;;;;
2438N1482704A;2943,40;91,00;1157,00;1523,40;0,00;45,20;17,00;2794,70;86,50;1157,00;1523,40;0,00;19,70;7,40;2680,30;1157,00;1523,40;27,00;0,00;0,00;;;;;;;;;;;;;
2138N0648673U;6141,10;66,20;3956,00;2223,10;0,00;144,40;8,00;4906,00;52,90;3956,00;685,50;0,00;62,80;3,50;3956,00;3956,00;0,00;751,80;0,00;685,50;;;;;;;;;;;;;
2438N1501843D;4828,60;66,80;2737,10;1528,80;0,00;102,80;6,00;4383,70;60,70;2610,30;1528,80;0,00;44,70;2,60;4041,60;2512,70;1528,80;144,90;97,60;0,00;;;;;;;;;;;;;
2338N3920232B;7311,00;52,90;4680,50;1702,00;0,00;657,70;38,70;3178,70;23,00;2035,00;740,00;0,00;285,90;16,80;3178,70;2035,00;740,00;;;;;;;;;;;;;;;;
2138N0965806F;5988,10;60,20;4050,30;1615,00;0,00;440,20;146,70;2603,50;26,20;1761,00;498,00;0,00;191,40;63,80;2603,50;1761,00;498,00;;;;;;;;;;;;;;;;
2338N2465912R;3237,60;79,90;830,50;1867,00;0,00;53,50;3,80;2459,90;60,70;361,10;1864,00;0,00;23,30;1,70;1861,60;0,00;1861,60;388,40;361,10;2,30;;;;;;;;;;;;;
2338N1906211S;5448,40;64,00;3068,30;1894,50;0,00;118,60;7,40;5173,90;60,90;3068,30;1894,50;0,00;51,60;3,20;4962,80;3068,30;1894,50;54,80;0,00;0,00;;;;;;;;;;;;;
2438N2247394E;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2438N0722340G;5219,90;38,40;2844,40;1531,60;0,00;562,60;93,80;2269,50;16,70;1236,70;665,90;0,00;244,60;40,80;2269,50;1236,70;665,90;;;;;;;;;;;;;;;;
2469N0479929Y;11676,00;65,50;6203,50;4302,80;0,00;793,70;376,00;5076,50;28,50;2697,20;1870,80;0,00;345,10;163,50;5076,50;2697,20;1870,80;;;;;;;;;;;;;;;;
2238N1253822U;5479,80;82,10;3561,40;2082,60;0,00;83,50;5,60;5082,90;76,20;3424,80;1466,20;0,00;36,30;2,40;4777,60;3319,70;1457,90;152,10;105,10;8,30;;;;;;;;;;;;;
2238N2310679D;6056,00;57,00;3188,90;1404,30;0,00;468,10;994,70;2633,00;24,00;1386,50;610,60;0,00;203,50;432,50;2633,00;1386,50;610,60;;;;;;;;;;;;;;;;
2438N1341860Y;3574,30;77,70;1311,60;1975,80;0,00;59,40;4,00;3412,10;74,20;1311,60;1975,80;0,00;25,80;1,70;3287,40;1311,60;1975,80;27,60;0,00;0,00;;;;;;;;;;;;;
2238N1580615T;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2338N0247195K;5918,70;49,10;3795,00;1816,10;0,00;592,00;34,80;2573,40;21,40;1650,00;560,00;0,00;257,40;15,10;2573,40;1650,00;560,00;;;;;;;;;;;;;;;;
2338N4306339I;5216,90;61,60;3413,20;1145,40;0,00;365,70;97,50;2268,20;26,80;1484,00;498,00;0,00;159,00;42,40;2268,20;1484,00;498,00;;;;;;;;;;;;;;;;
2338N1553389Q;4166,50;86,60;2158,90;2279,20;0,00;67,20;25,20;3909,40;81,30;2140,30;1599,00;0,00;29,20;11,00;3711,60;2126,00;1585,60;67,90;14,30;13,40;;;;;;;;;;;;;
2238N2809891P;3209,20;66,50;1434,60;2078,60;0,00;65,40;4,40;3039,40;63,10;1434,60;1474,20;0,00;28,40;1,90;2908,80;1434,60;1474,20;30,30;0,00;0,00;;;;;;;;;;;;;
2238N0331359L;6506,30;52,60;3927,80;2618,10;0,00;541,30;36,10;6056,80;48,90;3907,00;1836,00;0,00;235,40;15,70;5711,00;3891,00;1820,00;345,80;16,00;16,00;;;;;;;;;;;;;
2438N0261019D;4937,30;80,20;2473,90;2068,90;0,00;88,40;0,00;4714,30;76,60;2473,90;2068,90;0,00;38,50;0,00;4542,70;2473,90;2068,90;38,50;0,00;0,00;;;;;;;;;;;;;
2238N2265114Q;3971,30;90,40;1029,70;3221,50;0,00;67,00;11,70;3056,90;69,60;486,60;2284,80;0,00;29,10;5,10;2353,50;68,80;2284,80;452,10;417,80;0,00;;;;;;;;;;;;;
2438N0280161J;3199,60;70,20;1378,40;1540,60;0,00;217,80;62,90;2976,20;65,40;1329,20;1524,90;0,00;94,70;27,40;2804,20;1291,30;1512,90;171,90;37,90;12,00;;;;;;;;;;;;;
2238N2265142S;3932,40;90,40;1019,60;3189,90;0,00;66,40;11,60;3027,00;69,60;481,80;2262,40;0,00;28,90;5,10;2330,40;68,10;2262,40;447,60;413,70;0,00;;;;;;;;;;;;;
2438N2841594A;7947,00;84,00;5641,00;1675,00;0,00;392,00;239,00;6299,00;66,60;5297,00;728,00;0,00;170,00;104,00;6299,00;5297,00;728,00;;;;;;;;;;;;;;;;
2338N0781367M;3449,00;72,10;1438,90;2324,00;0,00;67,20;21,00;3211,30;67,20;1426,80;1627,10;0,00;29,20;9,10;3028,50;1417,60;1610,90;63,80;9,30;16,20;;;;;;;;;;;;;
2238N1219072G;5446,30;48,70;3344,20;1751,20;0,00;509,70;127,40;2368,00;21,20;1454,00;540,00;0,00;221,60;55,40;2368,00;1454,00;540,00;;;;;;;;;;;;;;;;
2338N3520505Y;4104,90;61,10;2184,70;1405,50;0,00;336,30;178,40;3763,90;56,00;2155,20;1384,90;0,00;146,20;77,60;3501,60;2132,50;1369,10;262,30;22,70;15,80;;;;;;;;;;;;;
2238N2007570C;5493,10;108,70;2886,80;3245,80;0,00;67,20;0,00;5321,10;105,40;2886,80;2302,00;0,00;29,20;0,00;5188,80;2886,80;2302,00;29,20;0,00;0,00;;;;;;;;;;;;;
2238N1426585N;6653,30;61,80;4065,90;2756,20;0,00;151,60;0,00;6295,70;58,50;4065,90;1954,70;0,00;65,90;0,00;6020,70;4065,90;1954,70;65,90;0,00;0,00;;;;;;;;;;;;;
2238N0131376U;4263,60;64,00;2139,60;2288,10;0,00;98,90;17,40;3980,30;59,80;2139,60;1622,80;0,00;43,00;7,60;3762,30;2139,60;1622,80;50,60;0,00;0,00;;;;;;;;;;;;;
2138N0858620R;4512,90;54,60;2478,70;2054,00;0,00;113,90;0,00;4186,50;50,60;2478,70;1456,80;0,00;49,50;0,00;3935,40;2478,70;1456,80;49,50;0,00;0,00;;;;;;;;;;;;;
2138N0455361S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2438N2221078A;5864,30;64,90;3810,50;1440,20;0,00;128,10;7,10;5517,50;61,10;3810,50;1440,20;0,00;55,70;3,10;5250,80;3810,50;1440,20;58,80;0,00;0,00;;;;;;;;;;;;;
2238N0990948G;5372,20;60,50;3539,70;1686,40;0,00;432,80;76,40;2335,80;26,30;1539,00;520,00;0,00;188,20;33,20;2335,80;1539,00;520,00;;;;;;;;;;;;;;;;
2238N2283795D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2338N1930462L;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2338N0728538P;4657,90;69,10;2750,30;2023,00;0,00;99,80;6,20;4390,70;65,10;2750,30;1434,80;0,00;43,40;2,70;4185,10;2750,30;1434,80;46,10;0,00;0,00;;;;;;;;;;;;;
2238N0978304Y;2690,80;65,70;949,00;1588,10;76,90;67,00;4,10;1806,50;44,10;412,60;1126,30;33,40;29,10;1,80;1126,30;0,00;1126,30;477,00;412,60;0,00;;;;;;;;;;;;;
2338N1674268V;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2338N2326569I;5580,20;53,00;2407,60;2115,10;0,00;641,30;416,30;2426,20;23,10;1046,80;919,60;0,00;278,80;181,00;2426,20;1046,80;919,60;;;;;;;;;;;;;;;;
2438N1446940M;4895,40;62,50;3267,40;1126,20;0,00;105,80;6,60;4461,10;57,00;3116,70;1126,20;0,00;46,00;2,90;4127,00;3000,80;1126,20;164,80;115,90;0,00;;;;;;;;;;;;;
2238N0590616W;6961,70;76,20;4586,60;2584,80;0,00;115,80;8,30;6427,80;70,40;4359,10;1833,20;0,00;50,40;3,60;6017,20;4184,00;1833,20;229,00;175,00;0,00;;;;;;;;;;;;;
2238N1203452M;6839,10;62,00;4925,40;1192,10;0,00;470,60;251,00;2973,50;26,00;2141,50;518,30;0,00;204,60;109,10;2973,50;2141,50;518,30;;;;;;;;;;;;;;;;
2238N1087883N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2238N3118699V;4127,80;127,70;2481,60;1920,60;0,00;47,10;7,10;3954,80;122,40;2469,20;1362,10;0,00;20,50;3,10;2406,60;2396,10;10,60;1415,10;63,50;1351,50;33,10;9,60;0,00;;;;;;;;;;
2338N4063181C;5133,60;42,00;2677,20;1573,20;193,20;469,20;220,80;2232,00;18,00;1164,00;684,00;84,00;204,00;96,00;2232,00;1164,00;684,00;;;;;;;;;;;;;;;;
2238N0565597P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2338N3871540H;10519,90;111,30;6599,50;2972,30;0,00;125,00;25,00;9358,50;99,00;5979,20;2967,00;0,00;54,40;10,90;8465,20;5502,20;2963,00;546,30;477,10;4,00;;;;;;;;;;;;;
2338N2135167S;4485,70;59,00;2254,80;1670,60;0,00;380,20;180,10;4063,10;54,00;2160,20;1659,40;0,00;165,30;78,30;4063,10;2160,20;1659,40;4063,10;2160,20;1659,40;;;;;;;;;;;;;
