numero_dpe;adresse_ban;numero_voie_ban;nom_rue_ban;nom_commune_ban;code_postal_ban;code_insee_ban;code_departement_ban;code_region_ban;identifiant_ban;coordonnee_cartographique_x_ban;coordonnee_cartographique_y_ban;statut_geocodage;adresse_brut;nom_commune_brut;code_postal_brut
"2 Rue du Muret""";;5273.5;75;2712.6;1969.2;0;355;236.7;4917.4;70;2701.5;0;154.4;102.9;1072.5
2438N1743378Y;36 impasse des Ecuyers 38780 Eyzin-Pinet;36;impasse des Ecuyers;Eyzin-Pinet;38780;38160;38;84;38160_c11mkl_00036;856686.87;6487740.67;adresse non géocodée ban car aucune correspondance trouvée;LOTISSEMENT LES TERRASSES DU CHATEAU LOT 20 - 36 IMPASSE DES ECUYERS;EYZIN PINET;38780
2238N1155579F;Boulevard Franklin Roosevelt 38500 Voiron;;Boulevard Franklin Roosevelt;Voiron;38500;38563;38;84;38563_0550;903098.64;6476981.16;adresse non géocodée ban car aucune correspondance trouvée;Boulevard Franklin Roosevelt et Denfert Rochereau;Voiron;38500
2238N1070653V;20 Rue Monge 38100 Grenoble;20;Rue Monge;Grenoble;38100;38185;38;84;38185_5090_00020;914598.37;6457026.99;adresse non géocodée ban car aucune correspondance trouvée;20 Rue Monge;GRENOBLE;38100
2138N0483081W;Avenue de la Libération 38290 La Verpillière;;Avenue de la Libération;La Verpillière;38290;38537;38;84;38537_0120;866404.07;6506903.6;adresse non géocodée ban car aucune correspondance trouvée;Avenue de la Libération;LA VERPILLIERE;38290
2438N2250994Q;Avenue des Alpes 38260 Marcilloles;;Avenue des Alpes;Marcilloles;38260;38218;38;84;38218_0006;871678.12;6473634.23;adresse non géocodée ban car aucune correspondance trouvée;389 Avenue des Alpes;MARCILLOLES;38260
2238N0687700W;Chemin des Hormes 38930 Clelles;;;Clelles;38930;38113;38;84;38113_0065;906809.97;6417715.01;adresse géocodée ban à l'adresse;des Hormes;CLELLES;38930
2238N2628481H;Rue de Nantes 38000 Grenoble;;;Grenoble;38000;38185;38;84;38185_5240;912313.63;6459718.21;adresse géocodée ban à l'adresse;Le Ginkgo;;
"Rue de Nantes""";;4720.6;46;906.1;1832.6;0;509.7;1472.3;2052.4;20;393.9;0;221.6;640.1;139.2
2138N0915508R;Impasse Ancienne Poste 38510 Saint-Victor-de-Morestel;;;Saint-Victor-de-Morestel;38510;38465;38;84;38465_0230;894670.99;6513787.08;adresse géocodée ban à l'adresse;Impasse de l'Ancienne Gare;MORESTEL;38510
2238N3118700W;Rue 93 Ème Ram 38750 Huez;;Rue 93 Ème Ram;Huez;38750;38191;38;84;38191_0430;941407.24;6447891.97;adresse non géocodée ban car aucune correspondance trouvée;Rue du 93ème Ram ALPE D'HUEZ;L ALPE D HUEZ;38750
2338N3852779S;17 Rue Marceau 38000 Grenoble;17;Rue Marceau;Grenoble;38000;38185;38;84;38185_4700_00017;913728.79;6457453.79;adresse non géocodée ban car aucune correspondance trouvée;17 RUE MARBEUF;GRENOBLE;38000
2138N0792408B;Avenue de l’Europe 38540 Heyrieux;;Avenue de l’Europe;Heyrieux;38540;38189;38;84;38189_0210;861608.89;6505686.46;adresse non géocodée ban car aucune correspondance trouvée;Avenue de l'Europe Lot 5;HEYRIEUX;38540
2338N0996649O;Rue du Cervin 38500 Voiron;;Rue du Cervin;Voiron;38500;38563;38;84;38563_0267;902606.48;6478476.06;adresse non géocodée ban car aucune correspondance trouvée;Rue du Cervin;Voiron;38500
2338N0728479I;Avenue de Claix 38180 Seyssins;;Avenue de Claix;Seyssins;38180;38486;38;84;38486_0350;910601.94;6453856.12;adresse non géocodée ban car aucune correspondance trouvée;Avenue de Claix;SEYSSINS;38180
2138N0987101G;Rue de Barral 38930 Le Monestier-du-Percy;;;Le Monestier-du-Percy;38930;38243;38;84;38243_0019;910170.11;6414086.42;adresse géocodée ban à l'adresse;Départementale D252b;LE MONESTIER DU PERCY;38930
2138N0197268B;Les Moles 38890 Saint-Chef;;;Saint-Chef;38890;38374;38;84;38374_cjupg7;883928.84;6507053.34;adresse géocodée ban à l'adresse;Résidence L'ILLUD;;
"Les Contamines - Quartier de Môles - BATIMENT B""";;4100.4;68;1682.3;1615.6;0;258;544.6;3646.8;60;1682.3;0;112.2;236.8;771.5
2138N0655454P;Rue Marcel Reynaud 38920 Crolles;;Marcel Reynaud;Crolles;38920;38140;38;84;38140_0455;926131.3;6468161.76;adresse géocodée ban à l'adresse;Marcel Reynaud;Crolles;38920
2338N3847618F;10 Allée des Alouettes 38800 Champagnier;10;Allée des Alouettes;Champagnier;38800;38068;38;84;38068_0005_00010;914511.71;6448880.48;adresse non géocodée ban car aucune correspondance trouvée;10  allée des alouettes;CHAMPAGNIER;38800
2238N0519713V;Rue Capitaine Lanvin-Lespiau 38000 Grenoble;;Rue Capitaine Lanvin-Lespiau;Grenoble;38000;38185;38;84;38185_1263;912432.75;6459582.39;adresse non géocodée ban car aucune correspondance trouvée;Rue Capitaine Lanvin-Lespiau;Grenoble;38000
2138N0894667C;Avenue de la Muzelle (Mont-de-Lans) 38860 Les Deux Alpes;;;Les Deux Alpes;38860;38253;38;84;38253_0020;946035.47;6439892.01;adresse géocodée ban à l'adresse;Résidence La Restanque ;;
"Avenue de la Muzelle""";;5073.3;140;3303.8;1402.7;0;207.9;159;4534.2;125;2972;0;90.4;69.1;558.1
2238N0760157R;Rue des Ecoles 38500 La Buisse;;;La Buisse;38500;38061;38;84;38061_0040;905008.51;6473826.84;adresse géocodée ban à l'adresse;SCCV LA BUISSE ECOLES;;
"RUE DES ECOLES""";;5519.2;60;2705.1;2226.6;0;434.2;153.2;5133.6;56;2676.2;0;188.8;66.6;1118.3
2138N0952313G;Route des Ancolies 38870 Saint-Pierre-de-Bressieux;;;Saint-Pierre-de-Bressieux;38870;38440;38;84;38440_2daft5;878704.79;6471191.78;adresse géocodée ban à l'adresse;des Ancolies;SAINT-PIERRE-DE-BRESSIEUX;38870
2238N1914062Q;Rue des Glières 38760 Varces-Allières-et-Risset;;Rue des Glières;Varces-Allières-et-Risset;38760;38524;38;84;38524_0060;910653.14;6446724.61;adresse non géocodée ban car aucune correspondance trouvée;ZAC des Coins - La Giraudières;VARCES-ALLIERES-ET-RISSET;38760
2338N0086869A;Impasse du Pellan 38118 Hières-sur-Amby;;Impasse du Pellan;Hières-sur-Amby;38118;38190;38;84;38190_0450;878052.41;6525436.48;adresse non géocodée ban car aucune correspondance trouvée;Impasse du Pellan;HIERES SUR AMBY;38118
2338N4400133U;Route de Vernioz 38138 Les Côtes-d'Arey;;Route de Vernioz;Les Côtes-d'Arey;38138;38131;38;84;38131_0285;846118.33;6485576.92;adresse non géocodée ban car aucune correspondance trouvée;route de Vernioz;LES COTES-D'AREY;38138
2238N1478880W;Avenue Charles de Gaulle 38800 Le Pont-de-Claix;;Avenue Charles de Gaulle / Rue de la Paix;Le Pont-de-Claix;38800;38317;38;84;38317_0175;912890.93;6452277.27;adresse géocodée ban à l'adresse;Avenue Charles de Gaulle / Rue de la Paix;Le Pont-de-Claix;38800
2238N1182554S;Avenue Charles de Gaulle 38800 Le Pont-de-Claix;;Avenue Charles de Gaulle / Rue de la Paix;Le Pont-de-Claix;38800;38317;38;84;38317_0175;912890.93;6452277.27;adresse géocodée ban à l'adresse;Avenue Charles de Gaulle / Rue de la Paix;Le Pont-de-Claix;38800
2238N0527095T;Rue du Presbytère 38500 Coublevie;;Rue du Presbytère;Coublevie;38500;38133;38;84;38133_0048;904847.95;6476232.65;adresse non géocodée ban car aucune correspondance trouvée;Rue du Presbytère;COUBLEVIE;38500
2238N1007672M;Rue Jean Pierre Raffin Dugens 38420 Murianette;;Rue Jean Pierre Raffin Dugens;Murianette;38420;38271;38;84;38271_0130;921134.22;6458623.73;adresse non géocodée ban car aucune correspondance trouvée;Rue Jean-Pierre RAFFIN-DUGENS;Murianette;38420
2138N1042689G;Avenue de la Republique 38090 Villefontaine;;Avenue de la Republique;Villefontaine;38090;38553;38;84;38553_0710;867925.78;6503673.27;adresse non géocodée ban car aucune correspondance trouvée;Avenue de la République;VILLEFONTAINE;38090
2438N0211267P;4 Rue Marceline Desbordes-Valmore 38100 Grenoble;4;Rue Marceline Desbordes-Valmore;Grenoble;38100;38185;38;84;38185_4731_00004;914489.18;6456244;adresse non géocodée ban car aucune correspondance trouvée;4 rue Marceline Desbordes-Valmore;Grenoble;38000
2238N1302755V;353 Chemin de la Croze 38260 Faramans;353;Chemin de la Croze;Faramans;38260;38161;38;84;38161_0012_00353;869270.4;6479221.92;adresse géocodée ban à l'adresse;353 CHEMIN DE LA CROUZE;FARAMANS;38260
2238N0978427R;Rue Aimé Bouchayer 38170 Seyssinet-Pariset;;Rue Aimé Bouchayer - Notre Dame des Iles;Seyssinet-Pariset;38170;38485;38;84;38485_0020;911588.69;6457290.46;adresse géocodée ban à l'adresse;Rue Aimé Bouchayer - Notre Dame des Iles;Seyssinet-Pariset;38170
2338N2492341E;Chemin des Sources 38770 Monteynard;;Chemin des Sources;Monteynard;38770;38254;38;84;38254_0064;913203.05;6434308.05;adresse non géocodée ban car aucune correspondance trouvée;Chemin des Sources Lieu-dit Les Blais;MONTEYNARD;38770
2338N4178576J;2bis Rue Julian Grimau 38150 Roussillon;2bis;Rue Julian Grimau;Roussillon;38150;38344;38;84;38344_0630_00002_bis;841046.05;6476029.3;adresse non géocodée ban car aucune correspondance trouvée;2 bis, Rue Julian Grimau;ROUSSILLON;38150
2238N2279567N;Rue Emile Romanet 38370 Saint-Clair-du-Rhône;;;Saint-Clair-du-Rhône;38370;38378;38;84;38378_0310;838449.41;6483791.27;adresse géocodée ban à l'adresse;Clair Romanet B;;
"Le Bourg""";;4244.1;62;2423.4;1402.4;0;342.3;76.1;3939.5;58;2366;0;148.8;33.1;857.5
2338N2339237O;Rue Pierre Sémard 38950 Saint-Martin-le-Vinoux;;Rue Pierre Sémard;Saint-Martin-le-Vinoux;38950;38423;38;84;38423_0220;911704.07;6460735.03;adresse non géocodée ban car aucune correspondance trouvée;Rue Pierre Semard;SAINT-MARTIN-LE-VINOUX;38950
2438N2154503L;Avenue du Granier 38240 Meylan;;Avenue du Granier;Meylan;38240;38229;38;84;38229_0383;918597.45;6460610.5;adresse non géocodée ban car aucune correspondance trouvée;AVENUE DU GRANIER;MEYLAN;38240
2138N1008008J;Route de Torchefelon 38690 Biol;;;Biol;38690;38044;38;84;38044_0665;884999.91;6492839.23;adresse géocodée ban à l'adresse;4 route de Torchefelon;BIOL;38690
2338N4433227Q;38 Avenue du Grésivaudan 38700 Corenc;38;Avenue du Grésivaudan;Corenc;38700;38126;38;84;38126_0236_00038;916774.07;6460544.09;adresse non géocodée ban car aucune correspondance trouvée;38 Avenue du Grésivaudan;Corenc;38700
2438N2096387F;Rue Marguerite Rozand 38230 Pont-de-Chéruy;;Rue Marguerite Rozand;Pont-de-Chéruy;38230;38316;38;84;38316_0412;868593.14;6518983.06;adresse non géocodée ban car aucune correspondance trouvée;2 Rue Marguerite Rozand;PONT DE CHERUY, France;38230
2238N2735905Z;Chemin des Noyers 38530 Chapareillan;;Chemin des Noyers;Chapareillan;38530;38075;38;84;38075_0240;933576.22;6490095.22;adresse non géocodée ban car aucune correspondance trouvée;Lot - 8 Le Clos des Noyers - lieu dit l'Etraz;CHAPAREILLAN;38530
2438N1426409V;Chemin de Jacquemardiere 38121 Chonas-l'Amballan;;Chemin de Jacquemardiere;Chonas-l'Amballan;38121;38107;38;84;38107_0051;841182.43;6486277.57;adresse non géocodée ban car aucune correspondance trouvée;457 Chemin de Jacquemardière;Chonas-l'Amballan;38121
2138N0713317C;1231 Route de Fontagneux 38450 Vif;1231;Route de Fontagneux;Vif;38450;38545;38;84;38545_0134_01231;911847.52;6444640.05;adresse géocodée ban à l'adresse;1231 route de Fontagneux;VIF;38450
2438N1223929D;Rue des Amours 38140 Rives;;Rue des Amours;Rives;38140;38337;38;84;38337_0070;896371.94;6475474.71;adresse non géocodée ban car aucune correspondance trouvée;Rue des Amours;RIVES;38140
2138N0660119A;Impasse Lavoisier 38340 Voreppe;;Impasse Lavoisier;Voreppe;38340;38565;38;84;38565_0303;906074.47;6470251.27;adresse non géocodée ban car aucune correspondance trouvée;67 Impasse Lavoisier;VOREPPE;38340
2338N1680752F;Avenue de Claix 38180 Seyssins;;Avenue de Claix;Seyssins;38180;38486;38;84;38486_0350;910601.94;6453856.12;adresse géocodée ban à l'adresse;Résidence Terre Blanche,;;
Bâtiment C;;;;;;;;;;;;;;;
"65 avenue de Claix""";;2506.2;49;1593.7;607.4;0;203.4;101.7;2315.6;46;1585.5;0;88.4;44.2;502.3
2238N0402642C;Avenue Frederic Joliot Curie 38130 Échirolles;;Avenue Frederic Joliot Curie;Échirolles;38130;38151;38;84;38151_0160;914846.59;6453096.7;adresse non géocodée ban car aucune correspondance trouvée;AVENUE FREDERIC JOLIOT CURIE;ECHIROLLES;38130
2238N1727394C;Rue Anatole France 38100 Grenoble;;Rue Anatole France;Grenoble;38100;38185;38;84;38185_0430;912785.29;6456253.18;adresse non géocodée ban car aucune correspondance trouvée;Rue Anatole France;GRENOBLE;38000
2238N1452728A;9 Rue Gustave Flaubert 38100 Grenoble;9;Rue Gustave Flaubert;Grenoble;38100;38185;38;84;38185_3380_00009;914435.42;6456309.7;adresse géocodée ban à l'adresse;9 Rue Gustave Flaubert;Grenoble;38100
2138N0483247G;Pré de Chapotin 38470 Vinay;;;Vinay;38470;38559;38;84;38559_B073;888661.85;6459326.71;adresse non géocodée ban car aucune correspondance trouvée;Impasse du Pré Chapotin - Lieu-dit Pré de Chapotin;VINAY;38470
2338N3901868T;rue de l'isere 38120 Saint-Égrève;;rue de l'isere;Saint-Égrève;38120;38382;38;84;38382_0290;910339.61;6462328.17;adresse non géocodée ban car aucune correspondance trouvée;Rue de l'Isère;SAINT-EGREVE;38120
2238N0449394G;Avenue de la Falaise 38360 Sassenage;;Avenue de la Falaise;Sassenage;38360;38474;38;84;38474_0037;909124.81;6459337.4;adresse non géocodée ban car aucune correspondance trouvée;Avenue de la Falaise;SASSENAGE;38360
2138N0622610J;Rue du Bourg 38800 Champagnier;;Rue du Bourg;Champagnier;38800;38068;38;84;38068_0014;914563.6;6449460.14;adresse non géocodée ban car aucune correspondance trouvée;Rue du 19 mars 1962;CHAMPAGNIER;38800
2138N0894452V;Avenue de la Muzelle (Mont-de-Lans) 38860 Les Deux Alpes;;;Les Deux Alpes;38860;38253;38;84;38253_0020;946035.47;6439892.01;adresse géocodée ban à l'adresse;Résidence La Restanque ;;
"Avenue de la Muzelle""";;4646.1;143;2976;1339.6;0;187.3;143.2;4160.5;128;2677.2;0;81.4;62.3;512.5
2338N1317806T;Chemin de la Faurie 38410 Vaulnaveys-le-Haut;;Chemin de la Faurie;Vaulnaveys-le-Haut;38410;38529;38;84;38529_0270;921450.1;6450744.03;adresse géocodée ban à l'adresse;Chemin de la Faurie;VAULNAVEYS-LE-HAUT;38410
2238N1008264G;Rue Jean Pierre Raffin Dugens 38420 Murianette;;Rue Jean Pierre Raffin Dugens;Murianette;38420;38271;38;84;38271_0130;921134.22;6458623.73;adresse non géocodée ban car aucune correspondance trouvée;Rue Jean-Pierre RAFFIN-DUGENS;Murianette;38420
2238N1217587D;Avenue de la Republique 38090 Villefontaine;;;Villefontaine;38090;38553;38;84;38553_0710;867925.78;6503673.27;adresse géocodée ban à l'adresse;de la Republique;VILLEFONTAINE;38090
2238N1217385J;Avenue de la Republique 38090 Villefontaine;;;Villefontaine;38090;38553;38;84;38553_0710;867925.78;6503673.27;adresse géocodée ban à l'adresse;de la Republique;VILLEFONTAINE;38090
2238N0569120C;31 Route de Combe 38080 Saint-Alban-de-Roche;31;Route de Combe;Saint-Alban-de-Roche;38080;38352;38;84;38352_0040_00031;873540.99;6501713.39;adresse géocodée ban à l'adresse;31 route de Combes;SAINT-ALBAN-DE-ROCHE;38080
2238N2642093V;Rue Beyle Stendhal 38640 Claix;;Rue Beyle Stendhal;Claix;38640;38111;38;84;38111_0040;910010.51;6450807.26;adresse non géocodée ban car aucune correspondance trouvée;Rue Beyle Stendhal;CLAIX;38640
2238N0901096K;20 Rue Monge 38100 Grenoble;20;Rue Monge;Grenoble;38100;38185;38;84;38185_5090_00020;914598.37;6457026.99;adresse non géocodée ban car aucune correspondance trouvée;20 Rue Monge;GRENOBLE;38100
2238N1383607N;Rue du Chateau Dauphin 38530 La Buissière;;;La Buissière;38530;38062;38;84;38062_0050;933012.44;6483237.17;adresse géocodée ban à l'adresse;du Chateau Dauphin;LA BUISSIÈRE;38530
2438N1111830Q;Rue Thiers 38800 Le Pont-de-Claix;;Rue Thiers;Le Pont-de-Claix;38800;38317;38;84;38317_0480;911955.94;6451205.67;adresse non géocodée ban car aucune correspondance trouvée;ZAC Les Minotiers;PONT DE CLAIX;38800
2238N2291243P;Chemin des Vignes 38140 Rives;;Chemin des Vignes;Rives;38140;38337;38;84;38337_0340;895462.74;6475306.33;adresse non géocodée ban car aucune correspondance trouvée;Chemin des vignes;RIVES;38140
2438N1136567B;Avenue de Claix 38180 Seyssins;;Avenue de Claix;Seyssins;38180;38486;38;84;38486_0350;910601.94;6453856.12;adresse géocodée ban à l'adresse;Résidence Terre Blanche,;;
Bâtiment C;;;;;;;;;;;;;;;
"65 avenue de Claix""";;4392.7;67;2923.6;1158;0;207.4;103.7;4208.3;64;2923.6;0;90.2;45.1;932.6
2338N4082304P;Rue Aimé Requet 38000 Grenoble;;Rue Aimé Requet;Grenoble;38000;38185;38;84;38185_0167;912367.49;6459540.37;adresse non géocodée ban car aucune correspondance trouvée;rue René Maus / rue Aimé Requet;Grenoble;38000
2138N0983034V;32b Impasse Charles Bourseul 38340 Voreppe;32b;Impasse Charles Bourseul;Voreppe;38340;38565;38;84;38565_0048_00032_b;906032.1;6470284.86;adresse non géocodée ban car aucune correspondance trouvée;32B impasse charles bourseul;VOREPPE;38340
2438N4431161F;65 Cours Saint - André 38800 Le Pont-de-Claix;65;Cours Saint - André;Le Pont-de-Claix;38800;38317;38;84;38317_0440_00065;912188.39;6451633.67;adresse géocodée ban à l'adresse;65 cours Saint - André;LE PONT-DE-CLAIX;38800
2338N1036215I;Montée du Champ de la Vigne 38420 Murianette;;Montée du Champ de la Vigne;Murianette;38420;38271;38;84;38271_0046;921278.52;6458618.66;adresse non géocodée ban car aucune correspondance trouvée;Montée du champ de vigne;MURIANETTE;38420
2238N0757084M;Avenue d'Echirolles 38320 Eybens;;Avenue d'Echirolles;Eybens;38320;38158;38;84;38158_0078;915821.64;6453561.95;adresse non géocodée ban car aucune correspondance trouvée;41 Avenue d'Echirolles;EYBENS;38320
2438N2096524M;Rue Marguerite Rozand 38230 Pont-de-Chéruy;;Rue Marguerite Rozand;Pont-de-Chéruy;38230;38316;38;84;38316_0412;868593.14;6518983.06;adresse non géocodée ban car aucune correspondance trouvée;2 Rue Marguerite Rozand;PONT DE CHERUY, France;38230
2238N0182395B;Rue Gustave Flaubert 38100 Grenoble;;Rue Gustave Flaubert;Grenoble;38100;38185;38;84;38185_3380;914328.61;6456241.11;adresse non géocodée ban car aucune correspondance trouvée;Gustave Flaubert;GRENOBLE;38000
2438N2198777H;Rue des Amours 38140 Rives;;Rue des Amours;Rives;38140;38337;38;84;38337_0070;896371.94;6475474.71;adresse non géocodée ban car aucune correspondance trouvée;Rue des Amours;RIVES;38140
2238N3115696I;Rue 93 Ème Ram 38750 Huez;;Rue 93 Ème Ram;Huez;38750;38191;38;84;38191_0430;941407.24;6447891.97;adresse non géocodée ban car aucune correspondance trouvée;Rue du 93ème Ram ALPE D'HUEZ;L ALPE D HUEZ;38750
2238N0147043J;Rue Ernest Hareux 38000 Grenoble;;Rue Ernest Hareux;Grenoble;38000;38185;38;84;38185_2570;912908.92;6459291.36;adresse non géocodée ban car aucune correspondance trouvée;Rue Ernest Hareux;Grenoble;38000
2238N1070718I;20 Rue Monge 38100 Grenoble;20;Rue Monge;Grenoble;38100;38185;38;84;38185_5090_00020;914598.37;6457026.99;adresse non géocodée ban car aucune correspondance trouvée;20 Rue Monge;GRENOBLE;38100
2238N0580729P;249 Rue de la Convention 38670 Chasse-sur-Rhône;249;Rue de la Convention;Chasse-sur-Rhône;38670;38087;38;84;38087_0198_00249;841148.74;6499080.71;adresse non géocodée ban car aucune correspondance trouvée;221, 249 rue de la Convention;CHASSE-SUR-RHONE;38670
2338N0977901M;1 Rue de la Paix 38130 Échirolles;1;Rue de la Paix;Échirolles;38130;38151;38;84;38151_0460_00001;912988.81;6453112.19;adresse non géocodée ban car aucune correspondance trouvée;1, rue de la paix;ECHIROLLES;38130
2338N3010029G;Chemin des Noisetiers 38480 Le Pont-de-Beauvoisin;;Chemin des Noisetiers;Le Pont-de-Beauvoisin;38480;38315;38;84;38315_0269;907539.3;6495807.42;adresse non géocodée ban car aucune correspondance trouvée;Lotissement les Tuilières;PONT DE BEAUVOISIN;38480
2338N0336385U;impasse des tournesols 38470 Varacieux;;impasse des tournesols;Varacieux;38470;38523;38;84;38523_0232;884105.94;6461723.04;adresse non géocodée ban car aucune correspondance trouvée;LOTISSEMENT LES TOURNESOLS - CHEMIN DU GRAND CHAMPS;VARACIEUX;38470
2338N3565273U;Rue de la Girine 38460 Saint-Romain-de-Jalionas;;Rue de la Girine;Saint-Romain-de-Jalionas;38460;38451;38;84;38451_0140;872071.47;6519799.28;adresse non géocodée ban car aucune correspondance trouvée;Le clos Girine II lot2;ST ROMAIN DE JALIONAS;38460
2238N2898732O;Boulevard de Saint-hubert 38080 L'Isle-d'Abeau;;Boulevard de Saint-hubert;L'Isle-d'Abeau;38080;38193;38;84;38193_0265;873203.87;6504960.12;adresse non géocodée ban car aucune correspondance trouvée;Rue Stéphane Hessel / Boulevard Saint Hubert / Avenue Henri Bergson;L ISLE D ABEAU, France;38080
2338N4532650P;7 Rue Léo Lagrange 38760 Varces-Allières-et-Risset;7;Rue Léo Lagrange;Varces-Allières-et-Risset;38760;38524;38;84;38524_0160_00007;911121.77;6446611.18;adresse non géocodée ban car aucune correspondance trouvée;28 7 Rue Léo Lagrange;VARCES-ALLIERES-ET-RISSET;38760
2438N3637702O;21 Rue Antoine Polotti 38400 Saint-Martin-d'Hères;21;Rue Antoine Polotti;Saint-Martin-d'Hères;38400;38421;38;84;38421_0055_00021;916314.37;6458890.46;adresse géocodée ban à l'adresse;21 rue Antoine Polotti;SAINT-MARTIN-D'HÈRES;38400
2238N0676790G;Chemin de la Petite Commune 38110 La Chapelle-de-la-Tour;;Chemin de la Petite Commune - Lot C;La Chapelle-de-la-Tour;38110;38076;38;84;38076_0220;891717.38;6501364.76;adresse géocodée ban à l'adresse;Chemin de la Petite Commune - Lot C;La Chapelle-de-la-Tour;38110
2238N2745042K;Rue de Clessant 38530 Chapareillan;;Rue de Clessant;Chapareillan;38530;38075;38;84;38075_0086;933112.23;6490444.51;adresse non géocodée ban car aucune correspondance trouvée;Rue de clessant lieudit le carrel;CHAPAREILLAN;38530
2238N2221062I;Chemin du Lot 38670 Chasse-sur-Rhône;;Chemin du Lot;Chasse-sur-Rhône;38670;38087;38;84;38087_0424;841188.69;6499933.85;adresse non géocodée ban car aucune correspondance trouvée;507 Chemin du Lot;CHASSE-SUR-RHONE;38670
2238N0327144I;Rue de la Résistance 38170 Seyssinet-Pariset;;Rue de la Résistance;Seyssinet-Pariset;38170;38485;38;84;38485_0580;910942.52;6456969.96;adresse non géocodée ban car aucune correspondance trouvée;13/15/17 Rue de la résistance;SEYSSINET-PARISET;38170
2338N2141653E;Rue du Mollard 38890 Saint-Chef;;Rue du Mollard;Saint-Chef;38890;38374;38;84;38374_0570;883795.73;6507061.03;adresse non géocodée ban car aucune correspondance trouvée;LIEU DIT LE MOLLARD;SAINT CHEF;38890
2338N2529421I;1197 Route du Village 38200 Serpaize;1197;Route du Village;Serpaize;38200;38484;38;84;38484_0580_01197;848667.19;6496970.77;adresse non géocodée ban car aucune correspondance trouvée;1197 Route du Village;SERPAIZE;38200
2338N2301283U;Rue de Boussieu 38300 Nivolas-Vermelle;;Rue de Boussieu;Nivolas-Vermelle;38300;38276;38;84;38276_0100;879593.67;6500224.78;adresse non géocodée ban car aucune correspondance trouvée;Lotissement ''Les Logis de Boussieu'', Rue de Bous;Nivolas-Vermelle;38300
2438N0011123T;Chemin du Triangle 38480 Romagnieu;;Chemin du Triangle;Romagnieu;38480;38343;38;84;38343_0950;904369.17;6499565.41;adresse non géocodée ban car aucune correspondance trouvée;Lot 3, Lotissement ''Le Triangle'' Chemin du Triangle Lieu-dit ''Malatray'';ROMAGNIEU;38480
2138N0908496Z;Chemin des Violettes 38230 Chavanoz;;Chemin des Violettes;Chavanoz;38230;38097;38;84;38097_8cir2s;869002.01;6522217.45;adresse non géocodée ban car aucune correspondance trouvée;58 Rue des Violettes - Le Ptit Chava;CHAVANOZ;38230
2238N2809943P;Rue Charles Piot 38320 Eybens;;Rue Charles Piot;Eybens;38320;38158;38;84;38158_0050;916089.21;6454461.18;adresse non géocodée ban car aucune correspondance trouvée;Rue Charles Piot;EYBENS;38320
2138N0892590F;2bis Promenade de Cassiopee 38080 L'Isle-d'Abeau;2bis;Promenade de Cassiopee;L'Isle-d'Abeau;38080;38193;38;84;38193_0064_00002_bis;872068.46;6504622.96;adresse non géocodée ban car aucune correspondance trouvée;2 bis, promenade de Cassiopée;L'ISLE-D'ABEAU;38080
2438N0360285B;Chemin de l’Agnelas 38700 La Tronche;;Chemin de l’Agnelas;La Tronche;38700;38516;38;84;38516_0010;915079.64;6459892.4;adresse non géocodée ban car aucune correspondance trouvée;Rue de l'Agnelas;LA TRONCHE;38700
2338N0790869Y;Chemin des Evequaux 38330 Biviers;;Chemin des Evequaux;Biviers;38330;38045;38;84;38045_0220;920701.49;6463995.86;adresse non géocodée ban car aucune correspondance trouvée;Chemin des Evequaux;BIVIERS;38330
2138N0858643O;Rue Elisha Gray 38090 Villefontaine;;Rue Elisha Gray;Villefontaine;38090;38553;38;84;38553_6pb82u;867197.42;6503905.06;adresse non géocodée ban car aucune correspondance trouvée;Rue Elisha Gray;VILLEFONTAINE;38090
2338N0912739G;Route du Martinot 38190 Saint-Mury-Monteymond;;Route du Martinot;Saint-Mury-Monteymond;38190;38430;38;84;38430_1250;930127.64;6461508.87;adresse non géocodée ban car aucune correspondance trouvée;Hameau le Martinot - Lot n°4;SAINT-MURY-MONTEYMOND;38190
2238N1155514S;Boulevard Franklin Roosevelt 38500 Voiron;;Boulevard Franklin Roosevelt;Voiron;38500;38563;38;84;38563_0550;903098.64;6476981.16;adresse non géocodée ban car aucune correspondance trouvée;Boulevard Franklin Roosevelt et Denfert Rochereau;Voiron;38500
2238N2822852C;10 Chemin du Pressoir 38690 Biol;10;Chemin du Pressoir;Biol;38690;38044;38;84;38044_0610_00010;886149.12;6490569.75;adresse non géocodée ban car aucune correspondance trouvée;10 Chemin du Pressoir Lotist le Clos du Pressoir -;BIOL;38690
2238N0131413F;Avenue de la Falaise 38360 Sassenage;;Avenue de la Falaise;Sassenage;38360;38474;38;84;38474_0037;909124.81;6459337.4;adresse non géocodée ban car aucune correspondance trouvée;Avenue de la Falaise;SASSENAGE;38360
2238N2358087N;Cours Liberation Gal de Gaulle 38100 Grenoble;;Cours Liberation Gal de Gaulle;Grenoble;38100;38185;38;84;38185_4380;913051.64;6455911.17;adresse non géocodée ban car aucune correspondance trouvée;Cours de la Libération;GRENOBLE;38100
2238N0965235H;Rue Aimé Requet 38000 Grenoble;;Rue Aimé Requet;Grenoble;38000;38185;38;84;38185_0167;912335.78;6459603.62;adresse non géocodée ban car aucune correspondance trouvée;Rue Aimé REQUET - Le PENINSULA;Grenoble;38000
